outlet_id,outlet_name,outlet_type,city,cuisine_type,account_manager,seating_capacity,google_rating,instagram_followers,months_onboarded,flavours_ordered,complaints_last3m,payment_delay_days,am_assigned,outreach_response_rate,order_m1,order_m2,order_m3,order_m4,order_m5,order_m6,avg_monthly_cubes,order_trend_pct,days_since_last_order,monthly_revenue_inr,monthly_gp_inr,annual_revenue_inr,ltv_24m_inr,churn_risk_score,churned,recommended_intervention,intervention_cost_inr,expected_revenue_saved_inr,retention_roi,intervention_efficiency,retention_priority_index,health_tier,priority_tier,city_enc,type_enc,cuisine_enc,order_slope,order_volatility,recent_vs_avg,churn_prob_model,churn_risk_model,ltv_predicted_inr
FF-1065,The Rooftop Sip II,Bar & Lounge,Mumbai,Indian,Vikram Singh,270,4.1,43328,18,7,5,23,1,0,9696,10201,10170,10206,10533,9792,10099,0.99,63,60594,27873,727128,362349,45.5,0,Dedicated Account Manager,8000,98921,1136.4,0.85,4.67,🟡 At Risk,Tier 3 – Monitor,4,2,2,19.2,307.2150169940699,0.9695049504950495,0.4329850897023386,43.3,402519
FF-1066,Downtown Diner II,Premium Café,Chennai,Japanese,Arjun Mehta,266,3.3,49104,2,3,0,18,0,2,15544,15974,16765,11352,6695,4073,11733,-73.79,48,70398,32383,844776,194298,63.6,1,Premium Flavour Trial,500,74144,14699.4,0.65,2.68,🟡 At Risk,Tier 3 – Monitor,1,6,4,-2294.2,5329.784739242915,0.34711095960456795,0.8267147292253151,82.7,276065
FF-1067,Bombay Blend II,Fine Dining Restaurant,Pune,Mediterranean,Riya Sharma,288,3.9,11026,29,5,5,36,1,0,19691,20712,22205,20032,16921,13523,18847,-31.32,20,113082,52018,1356984,1248432,45.5,0,Extended Credit Terms,2262,340821,14960.6,0.7,13.26,🟡 At Risk,Tier 1 – Urgent,5,5,5,-1233.6,3128.111293842767,0.7174766553480475,0.2952104738679996,29.5,982233
FF-1068,The Mango Tree II,Premium Café,Delhi,Multi-Cuisine,Priya Nair,160,3.6,69410,21,1,7,38,1,2,6994,6878,6352,5731,5279,4822,6009,-31.05,57,36054,16585,432648,33170,63.6,1,Extended Credit Terms,721,12657,1653.2,0.7,0.49,🟡 At Risk,Tier 3 – Monitor,2,6,6,-434.4,878.8842168719762,0.8023294509151414,0.45099636768337653,45.1,204463
FF-1069,Latitude 28 II,Catering Service,Delhi,Pan-Asian,Neha Joshi,293,4.0,26092,15,3,2,20,1,0,8532,8062,8684,7620,6405,5786,7514,-32.18,50,45084,20739,541008,456258,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,3,7,-549.2,1177.5079476023366,0.7699268130405855,0.05669134034660653,5.7,421132
FF-1070,The Ice House II,Fine Dining Restaurant,Delhi,Pan-Asian,Riya Sharma,115,3.6,29482,27,1,3,7,1,3,9472,9832,9180,5948,3910,2290,6772,-75.82,120,40632,18691,487584,74764,54.5,1,Premium Flavour Trial,500,24447,4779.8,0.65,0.88,🟡 At Risk,Tier 3 – Monitor,2,5,7,-1436.4,3206.5685085461687,0.338107190314484,0.9076977826649307,90.8,153482
FF-1071,Pearl & Petal II,Premium Café,Delhi,Italian,Priya Nair,246,4.7,707,31,4,3,27,0,3,14251,13932,14632,13574,13383,12252,13670,-14.03,25,82020,37729,984240,905496,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,3,-399.8,828.7285844392401,0.8962036427474216,0.06872189659196828,6.9,750526
FF-1072,Mosaic Café II,Premium Café,Delhi,Indian,Riya Sharma,58,3.5,69119,15,1,0,4,0,2,14345,14738,14220,12401,11351,10492,12924,-26.86,12,77544,35670,930528,856080,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,2,-770.6,1769.2898858016456,0.8117601547388782,0.09688557781043956,9.7,722969
FF-1073,The Black Label II,Fine Dining Restaurant,Ranchi,Indian,Neha Joshi,48,4.9,29828,23,4,1,16,1,0,11944,11505,10827,5125,2437,1143,7163,-90.42,120,42978,19770,515736,79080,54.5,1,Premium Flavour Trial,500,25859,5061.7,0.65,0.93,🟡 At Risk,Tier 3 – Monitor,6,5,2,-2160.2,4855.198028917049,0.15954773869346733,0.9029280942866508,90.3,114962
FF-1074,Sundowner Bar II,4-Star Hotel,Delhi,Japanese,Neha Joshi,264,3.9,46979,24,2,6,36,1,2,10531,9825,9730,7942,6634,5191,8308,-50.7,39,49848,22930,598176,550320,36.4,0,Extended Credit Terms,997,120189,11943.1,0.7,4.68,🟢 Healthy,Tier 3 – Monitor,2,0,4,-1068.0,2093.657987032903,0.6247442532194006,0.28544085562353844,28.5,411714
FF-1075,Spice Symphony II,4-Star Hotel,Mumbai,Fusion,Arjun Mehta,255,4.7,20603,13,2,4,35,0,3,19434,20965,21447,22073,21338,20004,20876,2.93,17,125256,57618,1503072,1325214,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,0,1,114.0,981.8308238523919,0.9581836470757292,0.1272798444380941,12.7,1000060
FF-1076,Casa Milano II,Fine Dining Restaurant,Pune,Continental,Vikram Singh,204,4.3,40391,22,6,4,18,0,0,11924,11268,11053,9157,8021,6862,9714,-42.45,45,58284,26811,699408,616653,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,5,0,-1012.4,2020.0167738577486,0.7063304168811116,0.11661697449516284,11.7,517200
FF-1077,The Lemon Tree II,Premium Café,Delhi,Japanese,Riya Sharma,291,4.5,11254,33,6,0,26,0,0,21296,22960,21323,22236,21185,18664,21277,-12.36,11,127662,58725,1531944,1291950,36.4,0,Extended Credit Terms,2553,282161,10947.8,0.7,10.98,🟢 Healthy,Tier 2 – Engage,2,6,4,-526.4,1455.395433092555,0.8771501080928659,0.09373260332079049,9.4,1070868
FF-1078,Bourbon Street II,Bar & Lounge,Hyderabad,Multi-Cuisine,Riya Sharma,255,4.6,81937,3,5,7,33,0,2,13327,14344,14572,13833,14336,14003,14069,5.07,70,84414,38830,1012968,38830,63.6,1,Extended Credit Terms,1688,14817,777.3,0.7,0.58,🟡 At Risk,Tier 3 – Monitor,3,2,6,135.2,449.5639739421595,0.9952380952380953,0.6671613354311813,66.7,506853
FF-1079,Café Nuvola II,Premium Café,Mumbai,Mediterranean,Priya Nair,258,4.1,73482,19,3,5,10,1,1,16700,17485,18610,17667,16537,15279,17046,-8.51,23,102276,47047,1227312,846846,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,6,5,-284.2,1142.413526997412,0.8962867366692087,0.05190311405306414,5.2,862998
FF-1080,The Blue Petal Café III,Fine Dining Restaurant,Delhi,Pan-Asian,Neha Joshi,285,4.2,56422,23,5,1,44,1,2,19574,20073,19697,12966,8548,4919,14296,-74.87,120,85776,39457,1029312,236742,63.6,1,Extended Credit Terms,1716,90340,5161.6,0.7,3.52,🟡 At Risk,Tier 3 – Monitor,2,5,7,-2931.0,6528.98685606478,0.3440581940267189,0.8444292566229578,84.4,450202
FF-1081,Skyline Bar III,5-Star Hotel,Ranchi,Japanese,Riya Sharma,84,4.1,48731,29,4,2,11,0,3,12582,12738,12159,8075,5363,3247,9027,-74.19,62,54162,24915,649944,174405,54.5,1,Premium Flavour Trial,500,57030,11283.4,0.65,2.06,🟡 At Risk,Tier 3 – Monitor,6,1,4,-1867.0,4097.769376949692,0.3596588391670359,0.9229644203450019,92.3,190740
FF-1082,Monarch Grand Hotel III,Bar & Lounge,Ranchi,Continental,Neha Joshi,196,4.3,29801,30,5,5,20,1,3,20312,21501,21303,22194,21112,21472,21315,5.71,2,127890,58829,1534680,764777,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,6,2,0,232.0,613.065303753741,1.007318446237568,0.13235814198699156,13.2,994490
FF-1083,Spice Route III,Premium Café,Pune,Continental,Riya Sharma,22,3.3,63211,25,1,5,10,0,3,14341,13857,12855,11564,10601,9455,12112,-34.07,86,72672,33429,872064,33429,54.5,1,Dedicated Account Manager,8000,10931,36.6,0.85,0.52,🟡 At Risk,Tier 3 – Monitor,5,6,0,-977.2,1908.3285269226226,0.7805663336910758,0.5942864452624871,59.4,421836
FF-1084,The Artisan Brew III,Bar & Lounge,Hyderabad,Japanese,Arjun Mehta,161,3.9,41823,8,4,0,38,0,3,9177,9129,9597,9873,10142,9637,9592,5.01,84,57552,26474,690624,635376,45.5,0,Extended Credit Terms,1151,173457,14957.1,0.7,6.75,🟡 At Risk,Tier 2 – Engage,3,2,4,92.0,392.45471076291085,1.0045866777858856,0.25413102372694235,25.4,537802
FF-1085,Fusion 9 III,Bar & Lounge,Hyderabad,Italian,Vikram Singh,177,4.3,19252,16,6,0,27,1,3,11616,11837,12455,5727,2733,1376,7624,-88.15,120,45744,21042,548928,147294,63.6,1,Extended Credit Terms,915,56207,6036.2,0.7,2.19,🟡 At Risk,Tier 3 – Monitor,3,2,3,-2048.0,4971.558870213647,0.1804590163934426,0.9539367053324554,95.4,104903
FF-1086,Cloud Nine Lounge III,4-Star Hotel,Mumbai,Pan-Asian,Riya Sharma,165,4.3,82705,8,2,7,4,1,1,7298,7194,7295,3668,1869,916,4706,-87.44,120,28236,12989,338832,25978,63.6,1,Dedicated Account Manager,8000,9913,23.9,0.85,0.47,🟡 At Risk,Tier 3 – Monitor,4,0,7,-1276.4,2936.039486564625,0.19460378160186956,0.9039057087910649,90.4,94926
FF-1087,The Grand Palate III,5-Star Hotel,Delhi,Italian,Neha Joshi,172,4.6,13895,1,6,4,16,1,0,11447,11314,11048,10055,9421,8152,10239,-28.78,72,61434,28260,737208,678240,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,1,3,-659.0,1290.5748719078642,0.79609375,0.17565981173719108,17.6,608637
FF-1088,Saffron Kitchen III,Fine Dining Restaurant,Hyderabad,Mediterranean,Arjun Mehta,212,4.4,56773,5,3,0,19,0,2,8390,8162,8553,6853,5446,4320,6954,-48.5,37,41724,19193,500688,403053,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,5,5,-814.0,1749.3074058037942,0.621135873472322,0.034779257490855364,3.5,408105
FF-1089,Urban Brew Co. III,Bar & Lounge,Hyderabad,Continental,Riya Sharma,92,5.0,5395,3,4,0,40,1,2,17871,18054,18211,15371,13989,12602,16016,-29.48,49,96096,44204,1153152,1060896,36.4,0,Extended Credit Terms,1922,231699,11948.9,0.7,9.02,🟢 Healthy,Tier 2 – Engage,3,2,0,-1053.8,2391.3445311511823,0.7867890366485609,0.1535839330879249,15.4,930059
FF-1090,The Cellar Bar III,Premium Café,Chennai,Continental,Priya Nair,159,3.7,77059,1,4,0,11,1,3,15794,16679,17548,17186,16665,14944,16469,-5.38,52,98814,45454,1185768,1090896,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,6,0,-170.0,953.1102069890275,0.9073466909532484,0.08017932846191211,8.0,852504
FF-1091,Pearl Continental III,4-Star Hotel,Mumbai,Multi-Cuisine,Vikram Singh,206,3.8,11199,4,1,7,5,1,2,14540,13845,14136,13080,13429,12710,13623,-12.59,33,81738,37599,980856,902376,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,0,6,-366.0,681.0866807291615,0.9329125073399882,0.16457108099077813,16.5,806028
FF-1092,Breezy Bites III,4-Star Hotel,Mumbai,Mediterranean,Riya Sharma,80,3.9,65561,35,3,4,16,1,3,7267,7772,8125,7008,6386,5666,7037,-22.03,22,42222,19422,506664,466128,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,0,5,-320.2,903.4546290028441,0.8050582551861324,0.05517545019533086,5.5,358668
FF-1093,Metro Mixology III,5-Star Hotel,Hyderabad,Continental,Arjun Mehta,217,4.0,10215,32,2,2,18,1,1,20483,21102,21434,19437,15878,14509,18807,-29.16,5,112842,51907,1354104,986233,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,1,0,-1194.8,2912.932365618307,0.7714270523181624,0.09533295745323843,9.5,1004531
FF-1094,The Social Hub III,Fine Dining Restaurant,Mumbai,Mediterranean,Priya Nair,30,4.7,19669,34,7,2,25,0,1,9651,10150,10010,8750,7562,6653,8796,-31.06,18,52776,24277,633312,509817,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,5,5,-599.6,1425.1637098944107,0.7562805501875639,0.04846150611857167,4.8,511840
FF-1095,Terrace & Toast III,Bar & Lounge,Chennai,Pan-Asian,Arjun Mehta,81,3.6,16663,25,4,6,43,0,0,7354,7420,7963,8180,8188,7300,7734,-0.73,38,46404,21346,556848,106730,63.6,1,Extended Credit Terms,928,40728,4284.2,0.7,1.58,🟡 At Risk,Tier 3 – Monitor,1,2,7,-10.8,421.621828973153,0.9437621202327084,0.626756738451798,62.7,210728
FF-1096,Altitude Lounge III,Bar & Lounge,Pune,Indian,Arjun Mehta,245,4.6,6282,10,4,6,43,0,1,7335,7663,7713,3692,1786,893,4847,-87.81,72,29082,13378,348984,80268,90.9,1,Extended Credit Terms,582,43778,7409.3,0.7,1.7,🔴 Critical,Tier 3 – Monitor,5,2,2,-1288.4,3119.9941666612135,0.1841996699669967,0.9376710737181029,93.8,68571
FF-1097,The Copper Pot III,Bar & Lounge,Bangalore,Continental,Priya Nair,172,3.9,84828,21,1,0,31,0,1,18695,17247,17536,16225,16425,15559,16947,-16.77,64,101682,46774,1220184,1122576,45.5,0,Extended Credit Terms,2034,306463,14959.7,0.7,11.92,🟡 At Risk,Tier 1 – Urgent,0,2,0,-627.2,1114.6957282894139,0.9180434269530328,0.22944437801023354,22.9,609100
FF-1098,Velvet Room III,Premium Café,Hyderabad,Multi-Cuisine,Arjun Mehta,218,4.3,36085,27,5,6,5,1,0,19988,21006,20066,19548,17707,14964,18879,-25.13,10,113274,52106,1359288,990014,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,6,6,-1004.8,2205.055320545647,0.7925847457627119,0.14382852968421858,14.4,968087
FF-1099,Zest & Zeal III,Premium Café,Hyderabad,Pan-Asian,Priya Nair,71,4.3,31182,27,2,4,35,1,2,7377,6834,6971,6163,5520,4754,6269,-35.55,79,37614,17302,451368,259530,36.4,0,Extended Credit Terms,752,56681,7427.5,0.7,2.21,🟢 Healthy,Tier 3 – Monitor,3,6,7,-524.6,990.6715735634423,0.7582137161084529,0.15769131429320807,15.8,326806
FF-1100,Neon Nights Bar III,Premium Café,Delhi,Japanese,Riya Sharma,279,3.9,48364,2,6,7,37,1,3,19307,20511,20745,17333,14475,12225,17432,-36.68,42,104592,48112,1255104,721680,36.4,0,Extended Credit Terms,2092,157614,7430.6,0.7,6.13,🟢 Healthy,Tier 2 – Engage,2,6,4,-1416.4,3459.431494720869,0.7012562381689899,0.3966033697424695,39.7,736724
FF-1101,The Garden Table III,5-Star Hotel,Pune,Mediterranean,Priya Nair,78,4.1,84916,13,3,2,10,0,3,22618,24398,23167,21018,19150,17284,21272,-23.58,48,127632,58711,1531584,939376,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,1,5,-1066.8,2670.062152834649,0.812485310017393,0.11446982159664518,11.4,1028872
FF-1102,Harbour View III,Bar & Lounge,Bangalore,Japanese,Priya Nair,91,3.9,55614,9,4,5,32,1,2,15772,15252,14177,13846,13594,12350,14165,-21.7,44,84990,39095,1019880,469140,36.4,0,Extended Credit Terms,1700,102460,5923.6,0.7,3.99,🟢 Healthy,Tier 3 – Monitor,0,2,4,-684.4,1223.6166747256539,0.8718057320344487,0.2240065769311353,22.4,656308
FF-1103,Crimson Fork III,Bar & Lounge,Pune,Italian,Vikram Singh,167,3.3,38567,22,4,2,23,1,0,5487,5232,5319,5269,4903,4881,5181,-11.04,82,31086,14300,373032,343200,36.4,0,Premium Flavour Trial,500,74954,14861.1,0.65,2.71,🟢 Healthy,Tier 3 – Monitor,5,2,3,-121.2,240.95843348317706,0.9419143187958318,0.2616081931374145,26.2,300103
FF-1104,Olive & Oak III,Cloud Kitchen,Mumbai,Pan-Asian,Priya Nair,82,4.0,43185,26,6,2,22,1,2,7241,7548,7866,6860,5826,5023,6727,-30.63,87,40362,18567,484344,241371,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,4,7,-443.6,1092.5807369099396,0.7465814506539834,0.08986562562306225,9.0,395349
FF-1105,The Rooftop Sip III,Premium Café,Pune,Japanese,Priya Nair,262,3.4,18573,12,2,4,14,1,1,15856,15229,15286,14874,14303,12061,14601,-23.93,16,87606,40299,1051272,765681,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,6,4,-759.0,1345.6274001372,0.8259827420901247,0.1430686135287341,14.3,846769
FF-1106,Downtown Diner III,Bar & Lounge,Mumbai,Fusion,Riya Sharma,126,3.9,36535,17,5,6,26,1,0,7317,7744,7405,7585,7375,7493,7486,2.41,54,44916,20661,538992,82644,63.6,1,Extended Credit Terms,898,31536,3408.0,0.7,1.23,🟡 At Risk,Tier 3 – Monitor,4,2,1,35.2,157.38837314109324,1.0008013890743956,0.6894388083991012,68.9,183306
FF-1107,Bombay Blend III,4-Star Hotel,Delhi,Fusion,Vikram Singh,245,4.3,65477,14,4,5,10,1,0,8192,7671,7875,7132,5984,5125,6996,-37.43,35,41976,19309,503712,463416,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,0,1,-613.4,1200.1634472020885,0.7324567671859368,0.08424676069583067,8.4,385183
FF-1108,The Mango Tree III,Premium Café,Pune,Continental,Neha Joshi,237,4.2,83862,14,2,4,16,0,0,5176,4866,4539,3949,3920,3428,4313,-33.76,28,25878,11904,310536,190464,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,6,0,-349.6,659.0635781167094,0.7946221604079741,0.08393393603981712,8.4,244896
FF-1109,Latitude 28 III,Premium Café,Delhi,Mediterranean,Riya Sharma,260,4.4,65950,34,6,0,13,1,3,19079,20541,20349,18787,17031,14495,18380,-24.03,2,110280,50729,1323360,659477,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,5,-916.8,2285.351497399616,0.7885860399325391,0.05167361835468574,5.2,916260
FF-1110,The Ice House III,Premium Café,Mumbai,Indian,Riya Sharma,278,3.4,10882,20,1,7,26,0,2,8207,8435,7980,5190,3520,2288,5936,-72.11,20,35616,16383,427392,32766,81.8,1,Extended Credit Terms,712,16081,2155.5,0.7,0.63,🔴 Critical,Tier 3 – Monitor,4,6,2,-1183.8,2656.3829292228684,0.38537982145864913,0.8535297911523132,85.4,80701
FF-1111,Pearl & Petal III,Premium Café,Chennai,Pan-Asian,Neha Joshi,281,4.4,4937,11,5,3,17,0,0,10256,10825,10278,10324,9953,9183,10136,-10.46,41,60816,27975,729792,531525,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,1,6,7,-214.6,545.2202307324994,0.9058893163657887,0.07139453034316964,7.1,595548
FF-1112,Mosaic Café III,Cloud Kitchen,Chennai,Continental,Priya Nair,24,3.8,71471,16,3,2,27,0,0,18830,18300,17428,16634,16156,14653,17000,-22.18,80,102000,46920,1224000,328440,54.5,1,Extended Credit Terms,2040,107399,5162.1,0.7,4.18,🟡 At Risk,Tier 3 – Monitor,1,4,0,-835.4,1521.6297074737554,0.8618904770307629,0.497266536641838,49.7,499361
FF-1113,The Black Label III,Fine Dining Restaurant,Bangalore,Multi-Cuisine,Arjun Mehta,280,3.9,65112,31,4,3,3,1,0,20972,21564,21173,17478,14467,10393,17674,-50.44,59,106044,48780,1272528,878040,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,5,6,-2115.8,4507.5077260055805,0.588005657708628,0.18086402197734722,18.1,869297
FF-1114,Sundowner Bar III,5-Star Hotel,Ranchi,Italian,Vikram Singh,73,4.7,62429,6,2,7,6,1,2,7306,7416,6883,6249,5504,4565,6320,-37.51,69,37920,17443,455040,418632,36.4,0,Dedicated Account Manager,8000,91429,1042.7,0.85,4.32,🟢 Healthy,Tier 3 – Monitor,6,1,3,-548.2,1117.2557003658562,0.7221958550862205,0.17047185180761315,17.0,348664
FF-1115,Spice Symphony III,Fine Dining Restaurant,Bangalore,Mediterranean,Arjun Mehta,66,3.2,12829,19,1,7,44,1,3,18084,18382,18081,14920,13509,12026,15833,-33.5,53,94998,43699,1139976,305893,63.6,1,Extended Credit Terms,1900,116728,6040.4,0.7,4.54,🟡 At Risk,Tier 3 – Monitor,0,5,5,-1211.6,2732.972642868323,0.7595048629531388,0.4537080817068427,45.4,699471
FF-1116,Casa Milano III,Fine Dining Restaurant,Mumbai,Pan-Asian,Neha Joshi,234,4.3,25669,4,3,4,34,0,1,21538,22167,22208,13874,8457,5200,15574,-75.85,110,93444,42984,1121328,42984,72.7,1,Extended Credit Terms,1869,18749,902.7,0.7,0.73,🔴 Critical,Tier 3 – Monitor,4,5,7,-3267.6,7539.343021775837,0.33386837881219905,0.8491034081200872,84.9,420613
FF-1117,The Lemon Tree III,Premium Café,Mumbai,Fusion,Riya Sharma,196,4.3,35094,4,7,4,8,1,3,12272,12419,12385,10234,7917,5775,10167,-52.94,20,61002,28061,732024,477037,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,6,1,-1299.4,2784.9131404767368,0.5679583005507475,0.1269738440167571,12.7,535916
FF-1118,Bourbon Street III,Cloud Kitchen,Ranchi,Pan-Asian,Riya Sharma,28,3.9,77457,20,2,4,7,1,0,6677,6601,6477,2937,1348,608,4108,-90.88,48,24648,11338,295776,11338,54.5,1,Premium Flavour Trial,500,3707,640.1,0.65,0.13,🟡 At Risk,Tier 3 – Monitor,6,4,7,-1213.8,2816.587012680418,0.14796787539547335,0.8510555565229545,85.1,112436
FF-1119,Café Nuvola III,Bar & Lounge,Hyderabad,Indian,Vikram Singh,118,3.6,61131,10,2,3,44,1,3,21052,20297,21398,21226,18771,16523,19877,-21.51,61,119262,54861,1431144,1152081,45.5,0,Extended Credit Terms,2385,314518,13081.9,0.7,12.24,🟡 At Risk,Tier 1 – Urgent,3,2,2,-905.8,1905.9283739602247,0.8312204447127478,0.3205759497839909,32.1,1002399
FF-1120,The Blue Petal Café IV,Fine Dining Restaurant,Hyderabad,Fusion,Riya Sharma,39,3.6,45533,24,3,4,16,1,3,16693,17410,16422,15630,13365,12843,15393,-23.06,58,92358,42485,1108296,1019640,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,5,1,-770.0,1870.2181067101951,0.8342860854878524,0.1697484027307008,17.0,964227
FF-1121,Skyline Bar IV,Cloud Kitchen,Hyderabad,Indian,Riya Sharma,260,4.8,63633,35,1,7,16,0,1,13116,12541,12552,12485,11310,10495,12083,-19.98,27,72498,33349,869976,767027,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,4,2,-524.2,977.5163255243702,0.8685038066865276,0.07047354769757928,7.0,652976
FF-1122,Monarch Grand Hotel IV,Bar & Lounge,Delhi,Multi-Cuisine,Vikram Singh,80,4.0,73665,26,7,0,32,0,2,5012,5166,4804,4518,4728,4814,4840,-3.95,26,29040,13358,348480,320592,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,2,6,-39.6,225.4148767643047,0.9944226399504235,0.17746233119020302,17.7,278337
FF-1123,Spice Route IV,Premium Café,Bangalore,Italian,Vikram Singh,197,3.8,74361,21,6,4,31,1,2,19500,18667,17386,15481,13770,12400,16200,-36.41,7,97200,44712,1166400,804816,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,0,6,3,-1420.0,2801.5903816701443,0.765384852786865,0.29663897542785944,29.7,786073
FF-1124,The Artisan Brew IV,Premium Café,Delhi,Multi-Cuisine,Neha Joshi,81,4.0,52790,21,1,1,7,0,3,4996,5096,5156,5368,5365,4855,5139,-2.82,42,30834,14184,370008,241128,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,2,6,6,-28.2,203.3515838803983,0.9445525291828794,0.09521099301713383,9.5,259706
FF-1125,Fusion 9 IV,Bar & Lounge,Bangalore,Continental,Riya Sharma,164,4.4,32250,10,5,6,18,1,3,8057,8375,8463,5196,3464,2262,5969,-71.92,88,35814,16474,429768,32948,63.6,1,Dedicated Account Manager,8000,12572,57.1,0.85,0.59,🟡 At Risk,Tier 3 – Monitor,0,2,0,-1159.0,2719.669740979592,0.37889447236180906,0.825714440712353,82.6,59654
FF-1126,Cloud Nine Lounge IV,Fine Dining Restaurant,Bangalore,Continental,Riya Sharma,235,3.5,40961,4,4,3,37,1,2,5453,5207,5521,5330,4975,4463,5158,-18.15,53,30948,14236,371376,199304,45.5,0,Extended Credit Terms,619,54409,8675.8,0.7,2.12,🟡 At Risk,Tier 3 – Monitor,0,5,0,-198.0,391.73788005076386,0.8650901337468502,0.12362550473478347,12.4,263766
FF-1127,The Grand Palate IV,Fine Dining Restaurant,Pune,Multi-Cuisine,Neha Joshi,22,4.0,74300,20,3,1,2,1,2,14213,13212,13334,12147,10650,9908,12244,-30.29,59,73464,33793,881568,777239,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,5,5,6,-861.0,1673.8713212191672,0.8091465904450796,0.09687616692277279,9.7,752609
FF-1128,Saffron Kitchen IV,Premium Café,Mumbai,Italian,Priya Nair,179,4.3,78722,17,6,4,4,0,1,11425,10750,11540,10627,10724,10914,10996,-4.47,38,65976,30349,791712,728376,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,4,6,3,-102.2,389.193867714622,0.9924524870419206,0.10838382898817774,10.8,661133
FF-1129,Urban Brew Co. IV,Bar & Lounge,Delhi,Multi-Cuisine,Priya Nair,246,4.9,24726,7,7,7,12,0,0,21137,21495,19942,17979,17799,15788,19023,-25.31,69,114138,52503,1369656,315018,54.5,1,Dedicated Account Manager,8000,103010,1187.5,0.85,4.87,🟡 At Risk,Tier 3 – Monitor,2,2,6,-1069.8,2212.585697022076,0.8298990748528174,0.5316545792961375,53.2,634373
FF-1130,The Cellar Bar IV,Bar & Lounge,Delhi,Italian,Priya Nair,288,3.7,7221,4,3,0,30,0,3,17941,18944,17725,17399,17567,15696,17545,-12.51,87,105270,48424,1263240,145272,54.5,1,Extended Credit Terms,2105,47503,2155.7,0.7,1.85,🟡 At Risk,Tier 3 – Monitor,2,2,3,-449.0,1057.0730659073035,0.8945628633306737,0.5349903231466303,53.5,507965
FF-1131,Pearl Continental IV,Premium Café,Hyderabad,Italian,Neha Joshi,139,3.8,56654,29,3,2,15,1,2,13348,12376,11473,12004,12189,11955,12224,-10.44,53,73344,33738,880128,809712,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor,3,6,3,-278.6,628.0870693356668,0.9779141104294479,0.05220865541218053,5.2,768811
